paper_id,doi,title,year,venue,status_before,n_tables_before,n_claims_before,article_type_family,article_type_predicted_family,article_type_confidence,article_type_margin,type_review_flags,priority_score,priority_reasons,priority_rank,selected_for_reprocess
doi:10.1016/s0038-092x(02)00036-1,10.1016/s0038-092x(02)00036-1,An overview of daylighting systems,2002,,completed_pdf_no_claims,1,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,241,no
zotero:4AI9T96U,,Architecture Psychology,2022,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,242,no
doi:10.1016/j.cub.2013.07.004,10.1016/j.cub.2013.07.004,A Shared Representation of the Space Near Oneself and Others in the Human Premotor Cortex,2013,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,243,no
doi:10.1111/j.1749-6632.1998.tb09546.x,10.1111/j.1749-6632.1998.tb09546.x,"Stress, Adaptation, and Disease: Allostasis and Allostatic Load",1998,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,244,no
doi:10.1073/pnas.0901639106,10.1073/pnas.0901639106,"Niches, models, and climate change: Assessing the assumptions and uncertainties",2009,,completed_pdf_no_claims,2,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,245,no
zotero:IM8R9VRM,,Role of Store Atmospherics on Customer Experience,,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,246,no
doi:10.1007/s11229-021-03156-x,10.1007/s11229-021-03156-x,"Making imagination even more embodied: imagination, constraint and epistemic relevance",2021,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,247,no
doi:10.3389/neuro.01.029.2009,10.3389/neuro.01.029.2009,Inducing illusory ownership of a virtual body,2009,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,248,no
doi:10.1109/tse.2002.1027801,10.1109/tse.2002.1027801,CTTE: support for developing and analyzing task models for interactive system design,2002,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,249,no
doi:10.1002/ad.2031,10.1002/ad.2031,Advancing Social Functionality Via Agent‐Based Parametric Semiology,2016,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,250,no
doi:10.7551/mitpress/8029.003.0061,10.7551/mitpress/8029.003.0061,Reconsolidation: A Possible Bridge between Cognitive and Neuroscientific Views of Memory,2009,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,251,no
doi:10.1016/j.jenvp.2021.101676,10.1016/j.jenvp.2021.101676,Psychological responses to buildings and natural landscapes,2021,,completed_pdf_no_claims,4,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,252,no
doi:10.1016/j.jcps.2013.12.007,10.1016/j.jcps.2013.12.007,Incandescent affect: Turning on the hot emotional system with bright light,2014,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,253,no
doi:10.1177/14771535211021064,10.1177/14771535211021064,Impacts of home lighting on human health,2021,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,254,no
zotero:WK3NHQUK,,Detrimental Effects Of White Valued Walls In Classrooms,,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,255,no
doi:10.1016/j.jenvp.2023.102197,10.1016/j.jenvp.2023.102197,The curvature effect: Approach-avoidance tendencies in response to interior design stimuli,2024,,completed_pdf_no_claims,3,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,256,no
doi:10.1111/j.0956-7976.2005.00796.x,10.1111/j.0956-7976.2005.00796.x,"Visual Recognition: As Soon as You Know It Is There, You Know What It Is",2005,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,257,no
zotero:4KRSGGLM,,"Social furniture by: EOOS: Österreichischer Pavillon, 15. internationale Architektur-Biennale - La Biennale di Venezia, 2016",2016,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,258,no
doi:10.3389/fpsyg.2022.890362,10.3389/fpsyg.2022.890362,Iconic Mathematics: Math Designed to Suit the Mind,2022,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,259,no
doi:10.1002/ad.2634,10.1002/ad.2634,"Disembodied Worlds – Body, Brain and Architecture in the Digital Age: A Conversation with Psychobiologist Vittorio Gallese",2020,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,260,no
doi:10.1134/s0081543811080086,10.1134/s0081543811080086,Bending of a piecewise developable surface,2011,,completed_pdf_no_claims,2,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,261,no
doi:10.1103/physrevlett.110.195901,10.1103/physrevlett.110.195901,Experiments on transformation thermodynamics: Molding the flow of heat,2013,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,262,no
zotero:AFAC4N3T,,A note on Coulomb collision operator in curvilinear coordinates,,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,263,no
doi:10.1037/aca0000504,10.1037/aca0000504,Visual perception of the built environment in virtual reality: A systematic characterization of human aesthetic experience in spaces with curved boundaries.,2024,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,264,no
zotero:YSW36L6P,,A NATURE IN THE SPACE DESIGN GUIDE FOR STRESS RELIEF THROUGH BIOPHILIC DESIGN,,,completed_pdf_no_claims,9,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,265,no
zotero:R6UUXN4S,,E ects on roadside noise levels of sound absorptive materials in noise barriers,,,completed_pdf_no_claims,1,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,266,no
zotero:U6RIH79T,,Exploration into formal aesthetics in design: (material) texture,,,completed_pdf_no_claims,1,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,267,no
doi:10.1080/01441647.2012.712555,10.1080/01441647.2012.712555,"Wayfinding: A simple concept, a complex process",2012,,error_pdf_timeout,0,0,unknown,narrative_review,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,83.000,unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family,268,no
doi:10.1080/09613218.2021.2006594,10.1080/09613218.2021.2006594,Nature connectedness and biophilic design,2022,,error_pdf_timeout,0,0,unknown,narrative_review,0.4909,0.2000,classifier_flagged|low_confidence|low_margin,83.000,unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family,269,no
doi:10.1177/1420326X20927437,10.1177/1420326X20927437,"Effects of visual exposure to wood on human affective states, physiological arousal and cognitive performance: A systematic review of randomized trials",2020,Indoor and Built Environment,completed_pdf_extracted,3,58,empirical_v2,empirical_v2,0.6182,0.1000,classifier_flagged|low_margin,79.800,status:extracted|predicted_empirical|low_margin_flag|claim_volume,270,no
doi:10.1007/978-3-031-56544-1_21,10.1007/978-3-031-56544-1_21,Impacts of Artificial Lighting on Human Behaviour In-Office Buildings—A Systematic Literature Review,2024,,completed_pdf_extracted,5,53,empirical_v2,empirical_v2,0.6182,0.1000,classifier_flagged|low_margin,79.300,status:extracted|predicted_empirical|low_margin_flag|claim_volume,271,no
zotero:D2C3MJ7H,,"Light, Dark, and all That’s in Between: Revisiting the Role of Light in Architecture",2008,,completed_pdf_extracted,27,292,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,272,no
doi:10.14288/1.0071305,10.14288/1.0071305,Wood in the human environment : restorative properties of wood in the built indoor environment,2010,,completed_pdf_extracted,38,439,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,273,no
zotero:2K5RUFVM,,The auditory centre: research and design of acoustic environments and spatial sound projects,2008,,completed_pdf_extracted,41,988,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,274,no
doi:10.1016/j.buildenv.2018.04.029,10.1016/j.buildenv.2018.04.029,The effects of indoor plants and artificial windows in an underground environment,2018,,completed_pdf_extracted,13,423,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,275,no
doi:10.1145/1958824.1958893,10.1145/1958824.1958893,Using F-formations to analyse spatial patterns of interaction in physical environments,2011,,completed_pdf_extracted,0,326,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,276,no
doi:10.1002/ad.2636,10.1002/ad.2636,Museums and the Embodied Mind: Sensory Engagement with Artworks and Architecture,2020,,completed_pdf_extracted,7,513,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,277,no
doi:10.1007/s11406-017-9841-0,10.1007/s11406-017-9841-0,Moods in Layers,2017,,completed_pdf_extracted,88,1569,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,278,no
zotero:SUUECVYU,,Thermal Pleasure and Alliesthesia in the Built Environment,,,completed_pdf_extracted,9,580,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,59.000,status:extracted|low_margin_flag|claim_volume,279,no
doi:10.1051/shsconf/20196401001,10.1051/shsconf/20196401001,"Psychological, physiological, and phenomenological effects of colored light",2019,,completed_pdf_extracted,11,26,conceptual_framework,conceptual_framework,0.6909,0.3000,classifier_flagged|low_margin,52.600,status:extracted|predicted_theoretical|low_margin_flag|claim_volume,280,no
zotero:2VQ8L927,,LIGHT AND SHADOW EXPRESSION:,,,completed_pdf_extracted,8,131,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,47.100,status:extracted|low_margin_flag|claim_volume,281,no
doi:10.3389/fbuil.2021.687237,10.3389/fbuil.2021.687237,Multi-Detailed 3D Architectural Framework for Sound Perception Research in Virtual Reality,2021,,completed_pdf_extracted,0,114,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,45.400,status:extracted|low_margin_flag|claim_volume,282,no
doi:10.1080/13574809.2016.1194189,10.1080/13574809.2016.1194189,"Environmental stressors, urban design and planning: implications for human behaviour and health",2016,,completed_pdf_extracted,1,112,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,45.200,status:extracted|low_margin_flag|claim_volume,283,no
doi:10.1007/978-3-031-64699-7_11,10.1007/978-3-031-64699-7_11,"The Potential of Biophilic Design and Nature to Improve Health, Creativity and Well-Being",2024,,completed_pdf_extracted,0,111,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,45.100,status:extracted|low_margin_flag|claim_volume,284,no
doi:10.1068/b31194,10.1068/b31194,An Interdisciplinary Argument for Natural Morphologies in Architectural Design,2006,,completed_pdf_extracted,0,104,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,44.400,status:extracted|low_margin_flag|claim_volume,285,no
doi:10.1016/j.jmp.2021.102632,10.1016/j.jmp.2021.102632,A step-by-step tutorial on active inference and its application to empirical data,2022,,completed_pdf_extracted,0,92,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,43.200,status:extracted|low_margin_flag|claim_volume,286,no
doi:10.1073/pnas.1121254109,10.1073/pnas.1121254109,Brain on stress: How the social environment gets under the skin,2012,,completed_pdf_extracted,0,88,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,42.800,status:extracted|low_margin_flag|claim_volume,287,no
doi:10.1177/0539018405058216,10.1177/0539018405058216,What are emotions? And how can they be measured?,2005,,completed_pdf_extracted,0,88,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,42.800,status:extracted|low_margin_flag|claim_volume,288,no
doi:10.1146/annurev-neuro-071013-014030,10.1146/annurev-neuro-071013-014030,The Brain's Default Mode Network,2015,,completed_pdf_extracted,0,75,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,41.500,status:extracted|low_margin_flag|claim_volume,289,no
doi:10.1068/p5292,10.1068/p5292,Optic-Flow-Based Perception of Two-Dimensional Trajectories and the Effects of a Single Landmark,2005,,completed_pdf_extracted,9,73,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,41.300,status:extracted|low_margin_flag|claim_volume,290,no
doi:10.1017/jmo.2021.17,10.1017/jmo.2021.17,Open-plan office noise is stressful: multimodal stress detection in a simulated work environment,2021,,completed_pdf_extracted,7,68,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,40.800,status:extracted|low_margin_flag|claim_volume,291,no
doi:10.1007/s10055-006-0040-8,10.1007/s10055-006-0040-8,Multi-modal virtual environments for education with haptic and olfactory feedback,2006,Virtual Reality,completed_pdf_extracted,0,63,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,40.300,status:extracted|low_margin_flag|claim_volume,292,no
doi:10.1007/978-94-017-9297-4_1,10.1007/978-94-017-9297-4_1,"Navigating Complex Buildings: Cognition, Neuroscience and Architectural Design",2015,,completed_pdf_extracted,1,57,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,39.700,status:extracted|low_margin_flag|claim_volume,293,no
zotero:CL6SWGJU,,Physiology and psychology of light and colour: evaluation of an experimental approach,2023,,completed_pdf_extracted,1,51,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,39.100,status:extracted|low_margin_flag|claim_volume,294,no
doi:10.1142/s0217751x00002846,10.1142/s0217751x00002846,Topology Classes of Flat U(1) Bundles and Diffeomorphic Covariant Representations of the Heisenberg Algebra,2000,,completed_pdf_extracted,0,43,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,38.300,status:extracted|low_margin_flag|claim_volume,295,no
doi:10.1007/978-1-4419-0745-5_3,10.1007/978-1-4419-0745-5_3,Form Follows Function: Bridging Neuroscience and Architecture,2012,,completed_pdf_extracted,0,31,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,37.100,status:extracted|low_margin_flag|claim_volume,296,no
doi:10.3389/fpsyg.2013.01003,10.3389/fpsyg.2013.01003,Affordances and the musically extended mind,2014,,completed_pdf_extracted,0,31,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,37.100,status:extracted|low_margin_flag|claim_volume,297,no
doi:10.48550/arxiv.solv-int/9712003,10.48550/arxiv.solv-int/9712003,The Stackel systems and algebraic curves,1997,,completed_pdf_extracted,0,31,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,37.100,status:extracted|low_margin_flag|claim_volume,298,no
doi:10.1111/j.1467-8659.2011.02086.x,10.1111/j.1467-8659.2011.02086.x,Acoustic Rendering and Auditory–Visual Cross‐Modal Perception and Interaction,2012,,completed_pdf_extracted,0,28,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,36.800,status:extracted|low_margin_flag|claim_volume,299,no
doi:10.1162/leon.2006.39.2.145,10.1162/leon.2006.39.2.145,Cognitive and Evolutionary Speculations for Biomorphic Architecture,2006,,completed_pdf_extracted,0,25,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,36.500,status:extracted|low_margin_flag|claim_volume,300,no
doi:10.1061/(asce)ae.1943-5568.0000515,10.1061/(asce)ae.1943-5568.0000515,"Beyond Sustainability, Design for Well-Being: Gaudí's Monument to Nature, Biomimetic Functions with Biophilic Morphology",2022,,completed_pdf_extracted,0,22,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,36.200,status:extracted|low_margin_flag|claim_volume,301,no
doi:10.1007/s11406-017-9817-0,10.1007/s11406-017-9817-0,The Embodied and Situated Nature of Moods,2017,,completed_pdf_extracted,0,21,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,36.100,status:extracted|low_margin_flag|claim_volume,302,no
doi:10.1145/1077399.1077409,10.1145/1077399.1077409,Low-Level Image Cues in the Perception of Translucent Materials,2005,,completed_pdf_extracted,0,20,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,36.000,status:extracted|low_margin_flag|claim_volume,303,no
doi:10.1016/j.compfluid.2019.06.031,10.1016/j.compfluid.2019.06.031,Fifth order finite volume WENO in general orthogonally-curvilinear coordinates,2019,,completed_pdf_extracted,18,20,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,36.000,status:extracted|low_margin_flag|claim_volume,304,no
doi:10.1002/hbm.21012,10.1002/hbm.21012,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,2011,,completed_pdf_extracted,0,19,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,35.900,status:extracted|low_margin_flag|claim_volume,305,no
doi:10.1080/23748834.2024.2391222,10.1080/23748834.2024.2391222,"The density paradox: density, walking, and psychological stress in overcrowded public spaces",,,completed_pdf_extracted,0,18,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,35.800,status:extracted|low_margin_flag|claim_volume,306,no
doi:10.1046/j.1365-2869.1996.t01-1-00001.x,10.1046/j.1365-2869.1996.t01-1-00001.x,Enhanced performance in elderly subjects following bright light treatment of sleep maintenance insomnia,1996,,completed_pdf_extracted,0,15,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,35.500,status:extracted|low_margin_flag|claim_volume,307,no
doi:10.3390/app11093942,10.3390/app11093942,Indoor Acoustic Requirements for Autism-Friendly Spaces,2021,,completed_pdf_extracted,28,15,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,35.500,status:extracted|low_margin_flag|claim_volume,308,no
doi:10.18208/ksdc.2022.28.2.245,10.18208/ksdc.2022.28.2.245,Designing Open Spaces in High-rise Buildings: A Study Based on Neuroesthetics,2022,,completed_pdf_extracted,8,14,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,35.400,status:extracted|low_margin_flag|claim_volume,309,no
doi:10.1146/annurev.psych.47.1.273,10.1146/annurev.psych.47.1.273,EXPERT AND EXCEPTIONAL PERFORMANCE: Evidence of Maximal Adaptation to Task Constraints,1996,,completed_pdf_extracted,11,11,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,35.100,status:extracted|low_margin_flag|claim_volume,310,no
doi:10.1111/j.1749-8198.2007.00017.x,10.1111/j.1749-8198.2007.00017.x,"Memoryscape: How Audio Walks Can Deepen Our Sense of Place by Integrating Art, Oral History and Cultural Geography",2007,,completed_pdf_extracted,0,7,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.700,status:extracted|low_margin_flag|claim_volume,311,no
zotero:D3QWDYAQ,,PERCEPTION OF BUILDING MATERIALS IN ARCHITECTURE,,,completed_pdf_extracted,5,7,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.700,status:extracted|low_margin_flag|claim_volume,312,no
doi:10.3390/ijerph10041439,10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,2013,International Journal of Environmental Research and Public Health,completed_pdf_extracted,3,6,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.600,status:extracted|low_margin_flag|claim_volume,313,no
zotero:RYDFI8IV,,Everything flows: towards a processual philosophy of biology,2018,,completed_pdf_extracted,0,6,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.600,status:extracted|low_margin_flag|claim_volume,314,no
doi:10.1007/s11406-020-00290-7,10.1007/s11406-020-00290-7,Beyond Mood and Atmosphere: a Conceptual History of the Term Stimmung,2021,,completed_pdf_extracted,0,6,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.600,status:extracted|low_margin_flag|claim_volume,315,no
doi:10.1093/oxfordhb/9780198735410.013.20,10.1093/oxfordhb/9780198735410.013.20,The Extended Body Hypothesis: Referred Sensations from Tools to Peripersonal Space,2018,,completed_pdf_extracted,0,4,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.400,status:extracted|low_margin_flag|claim_volume,316,no
doi:10.1145/2079216.2079270,10.1145/2079216.2079270,Multi sensory design,2011,,completed_pdf_extracted,1,3,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.300,status:extracted|low_margin_flag|claim_volume,317,no
doi:10.1002/ad.2630,10.1002/ad.2630,Designing for the Multisensory Mind,2020,,completed_pdf_extracted,1,3,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.300,status:extracted|low_margin_flag|claim_volume,318,no
sha256:bae8d5930451,,Influence Of Ceiling Height The Effect Of Priming On The Type Of Processing That People Use,,,completed_pdf_extracted,5,2,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.200,status:extracted|low_margin_flag|claim_volume,319,no
doi:10.1111/j.1467-8721.2007.00514.x,10.1111/j.1467-8721.2007.00514.x,Color and Psychological Functioning,2007,,completed_pdf_extracted,0,2,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.200,status:extracted|low_margin_flag|claim_volume,320,no
doi:10.1016/j.smrv.2007.07.009,10.1016/j.smrv.2007.07.009,Alerting effects of light,2007,,completed_pdf_extracted,4,1,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.100,status:extracted|low_margin_flag|claim_volume,321,no
doi:10.1068/b070343,10.1068/b070343,Introduction to shape and shape grammars,1980,,completed_pdf_extracted,0,1,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.100,status:extracted|low_margin_flag|claim_volume,322,no
zotero:SMQEULKJ,,Buildings as Habitat: Adaptive Investments in Public Health,,,completed_pdf_extracted,1,1,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,34.100,status:extracted|low_margin_flag|claim_volume,323,no
