variable_name,categories,repos,repo_count,source_count,example_sources
primary_level,extraction_output_field,BN_graphical,1,5,BN_graphical/src/ai_extraction/mechanism_classifier.py:127; BN_graphical/src/ai_extraction/mechanism_classifier.py:152; BN_graphical/src/ai_extraction/mechanism_classifier.py:163; BN_graphical/src/ai_extraction/mechanism_classifier.py:190
primary_papers,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:91
primary_reason,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/stopping_rules.py:64
primary_theory_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:238; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:251
primitive_type_array,extraction_output_field,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/json_schema.py:1288
prior_confidence,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:170; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1496; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1620
prior_weight,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:181; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1505; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1630
prisma_compliance,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:586
process_model,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:369
processed_at,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/extraction_pipeline.py:104
producing_authors,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:206; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:213; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:206; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:213
producing_communities,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:196; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:205; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:196; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:205
producing_labs,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:201; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:209; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:201; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:209
project_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,5,Article_Eater_PostQuinean_v1/tests/test_claim_gallery_builder.py:111; Article_Eater_PostQuinean_v1/tests/test_claim_gallery_builder.py:131; Article_Eater_PostQuinean_v1/tests/test_claim_gallery_builder.py:363; Article_Eater_PostQuinean_v1/tests/test_claim_gallery_builder.py:71
prompt_tokens,extraction_output_field,BN_graphical,1,6,BN_graphical/src/ai_extraction/llm_client.py:208; BN_graphical/src/ai_extraction/llm_client.py:224; BN_graphical/src/ai_extraction/llm_client.py:276; BN_graphical/src/ai_extraction/llm_client.py:353
proofreading_task,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:253
proposal_id,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:150; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:34; Tagging_Contractor/backend/app/db/database.py:150; Tagging_Contractor/backend/app/db/schema.sql:34
proposal_type,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:136; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:13; Tagging_Contractor/backend/app/db/database.py:136; Tagging_Contractor/backend/app/db/schema.sql:13
proposed_edges,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:429
proposed_mechanism,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:90
proposes_better_method,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/edge_types.py:88
proposes_mechanism,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/edge_types.py:75
prospect_refuge,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:445
protected_reasons,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/scripts/build_table_extraction_queue.py:358
protocol_registration,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:563
provenance.architect_kengo_kuma,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1398; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4116
provenance.architect_le_corbusier,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1400; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4123
provenance.iconic_chair_barcelona,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1402; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4130
provenance.iconic_chair_eames,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1404; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4137
provenance_ok,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/image_feedback.v1.schema.json:122
provenance_summary,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:127; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:474
provenance_tier,extraction_output_field,Article_Eater_PostQuinean_v1,1,8,Article_Eater_PostQuinean_v1/scripts/build_abstract_reduced_tables.py:516; Article_Eater_PostQuinean_v1/scripts/build_table_gold_pack.py:197; Article_Eater_PostQuinean_v1/scripts/convert_findings_to_rules.py:298; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:817
proxy_strategy,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/search_retrieve_minimodule_contract.md:156
psych.coziness,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1406; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4144
psychological_process,extraction_output_field,BN_graphical,1,1,BN_graphical/src/mechanisms/mechanism_schema.py:112
publication_date,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/contracts/ae_af/examples/input_bundle_minimal/paper.json:13; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.paper.v1.schema.json:63; Article_Eater_PostQuinean_v1/migrations/005_add_entrenchment_tracker.sql:10
purposive_sampling,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:276
pydantic.plugin,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/plugin/_schema_validator.py:133; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/plugin/_schema_validator.py:135; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/plugin/_schema_validator.py:133; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/plugin/_schema_validator.py:133
pydantic_js_functions,extraction_output_field,BN_graphical,1,13,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_std_types_schema.py:136; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_std_types_schema.py:82; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1696; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1779
pydantic_js_prefer_positional_arguments,extraction_output_field,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1555
pyproject.toml,extraction_output_field,BN_graphical,1,28,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:159; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:199; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:320; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:358
qCurveTo,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/varLib/interpolatablePlot.py:964; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/varLib/interpolatablePlot.py:964; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/varLib/interpolatablePlot.py:964
quad_eps,extraction_output_field,BN_graphical,1,8,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/scipy/stats/_levy_stable/__init__.py:1068; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/scipy/stats/_levy_stable/__init__.py:928; BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/stats/_levy_stable/__init__.py:1074; BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/stats/_levy_stable/__init__.py:934
qual_analysis,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:480
qual_findings,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:481
qual_method,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:479
qual_participants,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:478
qualitative_finding,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/node_types.py:64
quality_effects,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:543
quality_issues,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:280
quality_penalty,extraction_output_field,BN_graphical,1,1,BN_graphical/src/schemas/population_qualifier.py:263
quality_rating,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/table_to_claims.py:323
quality_results,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:576
quality_score,extraction_output_field,Article_Eater_PostQuinean_v1,1,6,Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:22; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:27; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:32; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:37
quality_tool,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:575
quan_analysis,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:475
quan_findings,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:476
quan_measures,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:474
quan_sample,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:473
quantitative_ci_lower,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:154; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1486; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1610
quantitative_ci_upper,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:155; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1487; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1611
quantitative_point_estimate,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:153; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1485; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1609
quantitative_precision,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:52
quantitative_result,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/experiential_claim.v1.schema.json:127
quasi_experiment,enum_value,Outcome_Contractor,1,2,Outcome_Contractor/article_finder/article_type_classifier.py:17; Outcome_Contractor/contracts/article_extraction_contracts.py:26
quasi_experimental,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:465; Article_Eater_PostQuinean_v1/src/epistemic/extraction/source_quality_metadata.py:30; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:465
query_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,7,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.gap_report.v1.schema.json:34; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_request.v1.schema.json:18; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:19; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:147
query_results,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/export_audit.py:46
query_text,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_request.v1.schema.json:23; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:383; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:148; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:349
query_type,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:106; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:238
query_type_hint,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_request.v1.schema.json:35
questions_raised,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:698
queued_at,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:923
queued_for_manual,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/extraction_pipeline.py:164
queued_for_verification,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/extraction_pipeline.py:163
queued_items,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/extraction_pipeline.py:100
radius_final,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:37
radius_init,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:36
random_seed,extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/gallery_selection_config.v1.schema.json:152; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:27; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:687
random_state,extraction_output_field,BN_graphical,1,6,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/image.py:365; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/image.py:574; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sklearn/feature_extraction/image.py:365; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sklearn/feature_extraction/image.py:574
randomized_experiment,enum_value,Outcome_Contractor,1,2,Outcome_Contractor/article_finder/article_type_classifier.py:16; Outcome_Contractor/contracts/article_extraction_contracts.py:25
rank_history,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/epistemic_status.v1.schema.json:71
rate_limit_base_delay,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/search_retrieve_minimodule_contract.md:158
rate_limited,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/src/services/discovery_funnel.py:74; Article_Eater_PostQuinean_v1/src/services/paper_fetcher.py:48
ravens_progressive_matrices,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:239
raw_abstract,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/prompts/seven_panel_schema.json:24; Article_Eater_PostQuinean_v1/schemas/panel_findings_v2.schema.json:36
raw_html,database_column,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/core/database.py:289
raw_tables,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/bn_table_extractor.py:366
raw_term,extraction_output_field,Article_Eater_PostQuinean_v1,1,8,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:327; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:368; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:385; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:394
raw_text_lower,database_column,Outcome_Contractor,1,2,Outcome_Contractor/core/database.py:108; Outcome_Contractor/core/database.py:76
real_date,extraction_output_field,BN_graphical,1,8,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/tests/io/pytables/test_select.py:970; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/tests/io/pytables/test_select.py:997; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/tests/io/pytables/test_select.py:965; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/tests/io/pytables/test_select.py:991
real_task_controlled,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/methods/task_ecology.py:37
real_world_analog,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:147
reason_codes,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:147; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:502
reason_text,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:151; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:503
recency_weighted_accuracy,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:111; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:111
recipe_id,extraction_output_field,Tagging_Contractor,1,848,Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1009; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1026; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1043; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1060
recommender_id,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/tests/io/json/test_json_table_schema.py:263; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/tests/io/json/test_json_table_schema.py:263; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/tests/io/json/test_json_table_schema.py:263; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/tests/io/json/test_json_table_schema.py:263
recommender_name_en,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/tests/io/json/test_json_table_schema.py:265; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/tests/io/json/test_json_table_schema.py:265; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/tests/io/json/test_json_table_schema.py:265; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/tests/io/json/test_json_table_schema.py:265
recommender_name_jp,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/tests/io/json/test_json_table_schema.py:264; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/tests/io/json/test_json_table_schema.py:264; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/tests/io/json/test_json_table_schema.py:264; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/tests/io/json/test_json_table_schema.py:264
record_found,enum_value,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/prisma/audit_trail.py:22
record_type,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:781
recruitment_method,database_column;extraction_output_field,BN_graphical,1,5,BN_graphical/migrations/005_sprint1_schemas.sql:57; BN_graphical/src/ai_extraction/field_thresholds.py:156; BN_graphical/src/ai_extraction/population_extractor.py:137; BN_graphical/src/ai_extraction/population_extractor.py:169
reference_count,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/doi_resolver.py:290
referenced_works,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/doi_resolver.py:444
region_a,extraction_output_field,Tagging_Contractor,1,2,Tagging_Contractor/contracts/localized_image_tags.schema.json:126; Tagging_Contractor/contracts/localized_image_tags.schema.json:137
region_b,extraction_output_field,Tagging_Contractor,1,2,Tagging_Contractor/contracts/localized_image_tags.schema.json:127; Tagging_Contractor/contracts/localized_image_tags.schema.json:138
region_id,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:86
region_label,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:87
region_relationships,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:15
region_support,extraction_output_field,Tagging_Contractor,1,850,Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1003; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:102; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1020; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/image_tagger_contract_v0.2.8.json:1037
registry_sha256,database_column;extraction_output_field,Tagging_Contractor,1,16,Tagging_Contractor/Archive 2/backend/app/db/database.py:161; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:50; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/article_eater_contract_v0.2.8.json:3; Tagging_Contractor/Archive 2/core/trs-core/v0.2.8/contracts/bn_contract_v0.2.8.json:3
regression_results,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:171
regulatory_state,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:112
reinstatement_chain,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/epistemic_status.v1.schema.json:66
rejection_reason,database_column,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/core/database.py:176
related_gaps,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.gap_report.v1.schema.json:181
related_measure_1,extraction_output_field,BN_graphical,1,1,BN_graphical/docs/research/ARTICLE_TYPE_ARGUMENT_TABLES.md:1080
related_measure_2,extraction_output_field,BN_graphical,1,1,BN_graphical/docs/research/ARTICLE_TYPE_ARGUMENT_TABLES.md:1080
related_outcomes,database_column;extraction_output_field,BN_graphical,1,2,BN_graphical/migrations/005_sprint1_schemas.sql:132; BN_graphical/src/schemas/outcome_taxonomy.py:219
relation_count,extraction_output_field,Tagging_Contractor,1,3,Tagging_Contractor/tools/tag_extractability_matrix.py:179; Tagging_Contractor/tools/tag_extraction_plan.py:256; Tagging_Contractor/tools/tag_extraction_plan.py:271
relation_type,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:146; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1482; Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:376; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1606
relationship_semantics,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:17833
relationship_type,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:125
release_notes,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:166; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:55; Tagging_Contractor/backend/app/db/database.py:166; Tagging_Contractor/backend/app/db/schema.sql:55
released_by,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:165; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:54; Tagging_Contractor/backend/app/db/database.py:165; Tagging_Contractor/backend/app/db/schema.sql:54
relevance_score,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/db/sql/015_complete_schema.sql:192
relevance_tags,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/schemas/panel_context.schema.json:64
relevance_to_gap,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:181
