variable_name,categories,repos,repo_count,kind_signals,source_count,example_sources
protocol_version,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1355
prototypes,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:271
provenance.architect_kengo_kuma,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1398; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4116
provenance.architect_le_corbusier,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1400; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4123
provenance.iconic_chair_barcelona,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1402; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4130
provenance.iconic_chair_eames,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1404; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4137
provenance_ok,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/_review_package_2026_01_23/image_feedback.v1.schema.json:122; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/image_feedback.v1.schema.json:122
provenance_summary,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,6,Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery.v1.schema.json:127; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery_builder.py:462; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery_builder.py:474; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:127; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:462
provenance_tier,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,11,Article_Eater_PostQuinean_v1/scripts/build_abstract_reduced_tables.py:109; Article_Eater_PostQuinean_v1/scripts/build_abstract_reduced_tables.py:516; Article_Eater_PostQuinean_v1/scripts/build_table_gold_pack.py:197; Article_Eater_PostQuinean_v1/scripts/convert_findings_to_rules.py:298; Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:817
provenances,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:383; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:367; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:383; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:367
provided,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,1,Article_Eater_PostQuinean_v1/Post_Quinean Setup/TIER_1_PHASE_A_PANEL_FEEDBACK_2026_01_20.md:376
provides,extraction_output_field,BN_graphical,1,json_key;py_key,18,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:154; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:159; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:35; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:589; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:90
proxemics,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:2013
proxy_compound_columns,extraction_output_field,BN_graphical,1,attr,20,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:3379; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:3703; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:4382; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:6249; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:6861
proxy_key,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:2182; BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/sql/selectable.py:2327; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sqlalchemy/sql/selectable.py:2182; BN_graphical/test_venv_310/lib/python3.10/site-packages/sqlalchemy/sql/selectable.py:2182
proxy_strategy,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/search_retrieve_minimodule_contract.md:156
pseudo,extraction_output_field,BN_graphical,1,json_key;py_key,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/S__i_l_f.py:641; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/S__i_l_f.py:641; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/S__i_l_f.py:641
psych.coziness,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1406; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4144
psychological/clinical,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,2,Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:365; Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:419
psychological_process,extraction_output_field,BN_graphical,1,attr;py_key,3,BN_graphical/src/mechanisms/mechanism_schema.py:100; BN_graphical/src/mechanisms/mechanism_schema.py:112; BN_graphical/src/mechanisms/mechanism_schema.py:91
psychologicals,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1169
psychology,template_causal_chain_ref,BN_graphical,1,arrow_lhs;arrow_rhs,1,BN_graphical/docs/PHASE_1_PANEL_REVIEW_TRANSCRIPT.md:389
psychology_clinical,enum_value,BN_graphical,1,enum:PSYCHOLOGY_CLINICAL,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1732
psychology_cognitive,enum_value;extraction_output_field,BN_graphical,1,attr;enum:PSYCHOLOGY_COGNITIVE;py_key,4,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1730; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1814; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1997; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:2006
psychology_developmental,enum_value,BN_graphical,1,enum:PSYCHOLOGY_DEVELOPMENTAL,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1733
psychology_io,enum_value,BN_graphical,1,enum:PSYCHOLOGY_IO,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1734
psychology_social,enum_value;extraction_output_field,BN_graphical,1,attr;enum:PSYCHOLOGY_SOCIAL;py_key,4,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1731; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1770; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1996; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:2005
psychology_terms,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,3,Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:362; Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:372; Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:384
pt,extraction_output_field,BN_graphical,1,json_key;py_key,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:793; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:793; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:793
ptsd,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:959
public,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:2116
public_private,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_ETHNOGRAPHIC_2026_02_09.md:537
publication_bias_assessed,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:108
publication_bias_estimate,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1071
publication_bias_risk,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:375
publication_date,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key;sql_col,3,Article_Eater_PostQuinean_v1/contracts/ae_af/examples/input_bundle_minimal/paper.json:13; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.paper.v1.schema.json:63; Article_Eater_PostQuinean_v1/migrations/005_add_entrenchment_tracker.sql:10
publication_doi,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/contracts/voi_collector.contract.md:287
publication_norms,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1720
publication_status,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/ARCHITECTURE_REVIEW_AND_CONTRACTS.md:862
published_meta_analysis,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1630
pubmed,enum_value,Outcome_Contractor,1,enum:PUBMED,1,Outcome_Contractor/contracts/article_finder_contracts.py:33
pubmed_id,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_finder_contracts.py:130
pulse,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1546
pulvinar,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:567
pupillometry,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1674
purpose,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1121
purposes,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1970
purposive_sampling,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:276
push/pull,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-15_03_Panel_III_Multimodal_Senses_HigherCognition_V1.0.md:303
puzzle_motivation,enum_value,BN_graphical,1,enum:PUZZLE_MOTIVATION,1,BN_graphical/docs/LITERATURE_DISCOVERY_ENGINE_SPEC.md:1525
pwb,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1082
pydantic.plugin,extraction_output_field,BN_graphical,1,py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/plugin/_schema_validator.py:133; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/plugin/_schema_validator.py:135; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/plugin/_schema_validator.py:133; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/plugin/_schema_validator.py:133
pydantic_js_annotation_functions,extraction_output_field,BN_graphical,1,attr,8,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py:1723; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py:1822; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:2200; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:2349; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/_internal/_generate_schema.py:1723
pydantic_js_functions,extraction_output_field,BN_graphical,1,py_key,13,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_std_types_schema.py:136; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_std_types_schema.py:82; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1696; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1779; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:438
pydantic_js_prefer_positional_arguments,extraction_output_field,BN_graphical,1,py_key,1,BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1555
pyname,extraction_output_field,BN_graphical,1,py_key,8,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:394; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:399; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/rules.py:454; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/rules.py:459; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/numpy/f2py/rules.py:397
pyobjfrom,extraction_output_field,BN_graphical,1,py_key,60,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:201; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:210; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:248; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:398; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:422
pyproject.toml,extraction_output_field,BN_graphical,1,json_key;py_key,28,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:159; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:199; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:320; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:358; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:50
python_event_handlers,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/plugin/_schema_validator.py:69; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/plugin/_schema_validator.py:71; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/plugin/_schema_validator.py:69; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/plugin/_schema_validator.py:69
python_schema,extraction_output_field,BN_graphical,1,attr,12,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:2593; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:2601; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:2632; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic_core/core_schema.py:2868; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic_core/core_schema.py:2876
q_between,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:76
qa,enum_value,Outcome_Contractor,1,enum:QA,1,Outcome_Contractor/contracts/article_extraction_contracts.py:65
qa_items,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_extraction_contracts.py:240
qa_questions_max,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/needs/article_extraction.needs.yaml:307
qa_questions_min,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/needs/article_extraction.needs.yaml:306
qol,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1142
quad_eps,extraction_output_field,BN_graphical,1,json_key;py_key,8,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/scipy/stats/_levy_stable/__init__.py:1068; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/scipy/stats/_levy_stable/__init__.py:928; BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/stats/_levy_stable/__init__.py:1074; BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/stats/_levy_stable/__init__.py:934; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/scipy/stats/_levy_stable/__init__.py:1068
qual,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs;arrow_rhs,4,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:29; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:30; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:354; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:60
qual_analysis,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:480
qual_contribution,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:431
qual_evidence,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:415
qual_finding,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:409
qual_findings,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:481
qual_method,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:479
qual_participants,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:478
qual_purpose,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:360
qual_quality,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:486
qual_rule,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,2,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:306; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:476
qual_rule_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,2,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:262; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:453
qualitative_finding,enum_value,Article_Eater_PostQuinean_v1,1,enum:QUALITATIVE_FINDING,2,Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_ADDENDUM_SPRINT6.md:36; Article_Eater_PostQuinean_v1/src/epistemic/node_types.py:64
quality_distribution,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_SYSTEMATIC_REVIEW_2026_02_03.md:1189
quality_effects,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:543
quality_issues,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:280
quality_penalty,extraction_output_field,BN_graphical,1,py_key,1,BN_graphical/src/schemas/population_qualifier.py:263
quality_profile,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:95
quality_rating,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/src/services/table_to_claims.py:323
quality_results,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:576
quality_score,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,6,Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:22; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:27; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:32; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:37; Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:42
quality_tool,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:575
qualitys,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1981
quan,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs;arrow_rhs,4,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:29; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:30; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:354; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:60
quan_analysis,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:475
quan_causal_level,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:430
quan_evidence,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:414
quan_findings,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:476
quan_measures,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:474
quan_purpose,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:359
quan_quality,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:485
quan_rule,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,2,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:305; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:475
quan_rule_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_MIXED_METHODS_2026_02_09.md:292
quan_sample,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:473
quantification,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_OBSERVATIONAL_FIELD_2026_02_09.md:470
quantitative,template_causal_chain_ref,Outcome_Contractor,1,arrow_rhs,1,Outcome_Contractor/docs/PANEL_CONSULTATION_EXTRACTION_TABLES_2026_02_08.md:222
quantitative_ci_lower,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key;sql_col,5,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:994; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:994; Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:154; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1486; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1610
quantitative_ci_upper,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key;sql_col,5,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:995; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:995; Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:155; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1487; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1611
quantitative_point_estimate,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key;sql_col,5,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:993; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:993; Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:153; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1485; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1609
quantitative_precision,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:52
quantitative_result,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/schemas/experiential_claim.v1.schema.json:127
